gpa,internships,projects,certifications,soft_skills_score,networking_score,career_readiness
7.1,1,4,0,5.54,5.83,1
5.83,3,4,4,6.37,2.33,1
7.36,4,4,1,5.94,6.74,1
7.83,0,3,0,4.17,5.25,0
8.18,0,4,0,3.34,7.32,1
7.3,1,2,4,4.1,6.47,1
5.31,0,5,2,2.49,3.45,0
5.96,1,1,2,6.2,6.34,0
9.55,0,2,2,5.17,6.42,1
6.41,0,6,2,2.43,7.11,1
8.93,3,6,3,4.27,6.99,2
6.57,0,3,4,6.8,9.16,1
7.32,3,3,2,8.09,6.91,1
8.13,1,1,3,2.93,3.43,0
6.68,1,3,0,9.82,5.35,1
9.09,0,0,2,3.58,2.9,0
7.58,0,2,2,2.09,7.42,0
7.96,1,2,1,9.01,3.29,1
7.23,3,5,0,3.42,9.46,1
8.16,3,6,0,8.55,4.42,2
9.08,0,6,1,4.17,4.91,1
7.37,0,4,3,4.91,4.07,1
9.23,0,2,0,2.89,3.57,0
6.89,2,0,2,8.05,3.94,0
8.26,0,2,0,7.78,5.46,1
7.99,0,2,2,4.18,5.04,0
6.43,3,3,1,5.35,4.15,1
7.71,3,2,0,6.82,5.61,1
7.51,2,5,2,4.56,3.91,1
6.65,0,2,1,8.23,4.99,0
7.86,1,2,1,5.29,8.53,1
7.65,0,4,2,4.46,3.85,1
7.43,2,3,4,2.33,4.39,1
7.43,2,2,2,2.91,2.69,0
7.41,0,4,2,6.68,4.32,1
7.13,3,3,2,5.97,5.75,1
7.64,1,1,2,7.13,3.94,1
6.86,2,3,2,4.37,2.73,0
10.0,0,5,2,2.22,5.72,1
6.09,1,1,2,4.51,5.93,0
6.92,0,2,3,9.58,6.23,1
6.99,2,2,1,3.57,2.52,0
9.54,0,3,0,5.43,7.74,1
6.18,1,6,2,1.0,4.02,0
7.93,2,2,3,4.46,2.98,1
7.75,2,5,3,4.67,7.05,1
7.83,2,5,1,6.16,7.67,1
8.74,2,2,2,4.86,4.37,1
8.72,2,4,5,2.46,3.33,1
7.05,2,6,0,4.17,5.88,1
7.69,1,6,2,5.09,2.34,1
5.64,0,3,1,3.51,10.0,0
7.6,1,1,3,3.8,2.94,0
6.71,0,1,1,7.51,5.71,0
7.31,1,2,3,4.25,4.68,0
5.81,1,3,0,6.38,3.16,0
7.9,0,2,0,5.15,3.13,0
5.8,2,4,0,3.04,7.26,0
7.65,2,4,1,4.83,5.73,1
6.27,1,1,3,6.08,3.61,0
6.65,4,5,0,8.97,3.88,1
8.65,0,0,0,3.96,3.37,0
8.09,0,2,4,5.33,6.76,1
8.65,0,4,1,7.32,6.84,1
9.06,1,1,2,8.02,6.05,1
6.73,0,1,0,4.2,5.51,0
9.0,3,6,4,5.19,6.25,2
6.03,1,5,2,7.73,1.7,1
8.25,1,4,0,6.52,5.55,1
7.01,1,1,2,7.57,7.14,1
6.57,1,2,1,7.84,5.46,1
8.11,2,2,1,6.61,5.11,1
8.44,2,1,1,5.79,3.73,1
8.42,2,6,2,4.16,3.86,1
7.71,2,1,2,5.01,3.95,0
7.63,1,4,0,5.14,5.45,1
8.03,1,0,3,7.9,4.03,1
7.8,2,3,0,5.85,1.35,1
8.04,1,0,2,5.87,6.6,1
7.7,1,0,0,3.51,6.04,0
8.34,0,2,1,7.91,5.71,1
5.87,2,5,2,3.97,3.13,1
7.37,0,3,2,4.93,4.02,0
6.12,4,3,3,8.12,6.04,1
7.78,0,2,2,7.27,5.05,1
9.14,1,4,4,3.8,3.6,1
7.03,0,4,5,3.34,7.6,1
7.63,0,3,5,5.09,3.31,1
8.26,1,4,1,4.35,1.0,0
5.43,2,5,0,2.57,5.17,0
6.98,0,6,3,3.99,5.26,1
7.86,0,6,1,1.0,5.12,1
5.0,0,3,3,7.31,5.8,0
6.52,1,0,0,7.18,3.89,0
8.6,4,1,3,8.32,7.05,2
8.5,1,1,0,6.21,2.27,0
7.87,2,2,4,4.6,4.96,1
8.38,1,2,2,7.55,3.75,1
7.72,1,3,0,4.1,7.01,1
8.06,3,3,2,2.85,3.41,1
7.18,0,3,2,5.21,5.14,0
7.62,3,6,4,6.32,5.17,2
6.87,1,0,2,3.88,5.39,0
8.76,1,0,2,3.4,3.54,0
9.02,3,3,1,4.67,5.73,1
8.88,1,3,3,6.32,5.06,1
7.09,4,3,0,5.21,5.69,1
6.55,4,5,5,10.0,8.15,2
8.78,0,1,2,5.23,5.23,0
8.04,1,3,3,7.0,3.01,1
7.83,3,6,3,2.6,8.92,2
6.87,0,2,1,6.67,6.96,0
7.93,2,3,1,4.58,6.31,1
6.41,0,0,1,5.48,4.63,0
8.13,0,2,1,8.87,6.48,1
8.88,1,0,0,4.76,1.0,0
9.13,2,3,3,2.88,8.09,1
8.21,2,3,2,3.2,6.79,1
6.12,2,6,2,5.85,4.65,1
7.7,0,3,2,5.74,6.74,1
9.64,1,0,0,5.65,6.24,1
6.63,0,5,1,2.93,2.98,0
7.44,0,2,1,9.55,5.36,1
8.91,1,4,4,8.43,5.75,2
8.12,1,2,3,5.76,4.73,1
9.98,0,4,0,2.46,4.56,1
6.77,0,5,3,8.67,6.8,1
6.51,2,0,2,7.77,5.35,0
8.72,0,3,0,5.71,8.76,1
6.3,4,3,0,7.9,3.69,1
7.3,1,2,0,4.51,5.82,0
7.43,0,2,3,3.58,3.16,0
8.54,3,4,3,5.81,6.35,1
8.11,1,2,2,2.39,2.77,0
7.96,3,0,0,3.28,5.58,0
7.1,1,4,1,6.59,7.36,1
8.72,1,3,1,5.98,5.1,1
10.0,2,2,1,2.74,3.02,1
8.19,1,6,2,4.68,6.89,1
7.6,1,5,0,2.82,5.72,1
6.2,0,6,0,4.52,4.83,0
6.86,1,3,2,4.3,3.06,0
7.29,0,2,1,7.48,1.78,0
6.97,2,1,2,5.19,9.5,1
7.48,1,6,3,5.01,3.85,1
9.28,4,5,2,4.72,3.01,1
8.75,0,4,5,2.06,5.63,1
7.34,1,3,2,5.3,2.96,0
6.29,1,2,3,6.47,6.0,1
8.84,2,4,2,5.96,7.7,1
7.45,3,0,3,6.89,2.88,1
5.77,1,3,1,6.98,4.4,0
8.21,1,4,1,9.9,5.86,1
8.53,2,4,1,3.24,2.56,1
5.07,0,3,2,5.97,3.18,0
6.68,1,4,1,6.19,4.77,1
7.39,2,1,5,4.86,8.92,1
8.23,0,2,2,4.24,3.29,0
6.98,2,1,1,6.5,4.43,0
6.67,2,2,2,6.31,9.96,1
8.23,0,2,3,3.39,6.59,1
7.03,1,2,3,1.9,1.61,0
8.04,1,3,2,4.52,4.53,1
6.39,2,2,0,4.15,6.17,0
6.15,1,3,4,6.71,7.89,1
8.26,1,4,4,3.65,7.79,1
7.75,1,1,4,5.14,6.12,1
8.42,0,2,2,2.09,6.43,0
6.97,0,0,0,2.4,2.4,0
6.7,0,0,5,3.96,3.61,0
8.86,0,3,0,5.0,2.41,0
5.98,0,5,0,3.86,7.06,0
8.75,2,2,2,5.79,5.75,1
8.82,2,2,2,2.1,5.21,1
8.36,0,1,3,5.07,8.09,1
6.81,1,1,2,5.09,6.08,0
6.68,0,5,0,2.6,7.28,0
7.29,1,3,2,5.96,6.51,1
6.2,4,4,4,1.16,6.71,1
6.54,1,5,4,4.13,2.91,1
8.14,0,3,0,7.07,6.95,1
8.15,1,1,1,1.05,5.95,0
6.45,2,4,0,6.84,4.18,1
8.18,0,4,3,3.17,6.37,1
7.95,4,2,2,4.32,7.57,1
9.01,1,3,2,8.31,4.8,1
8.07,0,3,1,4.25,3.5,0
8.56,1,2,3,8.73,3.59,1
7.98,2,4,3,4.89,2.21,1
8.48,1,2,2,5.33,4.66,1
6.21,4,2,0,7.18,6.18,1
7.38,3,2,2,6.59,8.47,1
7.46,0,3,4,5.81,3.39,1
7.26,0,5,2,4.57,5.72,1
7.94,1,3,3,2.4,5.05,1
8.13,2,4,1,2.5,4.98,1
7.89,2,2,1,8.13,1.94,1
7.32,0,3,0,8.9,2.98,1
6.76,4,1,1,5.76,8.63,1
8.6,1,3,0,1.95,7.02,1
7.85,3,4,2,3.96,5.57,1
6.48,3,1,1,3.86,5.92,0
7.31,0,5,3,4.39,6.49,1
5.76,0,2,1,3.73,4.1,0
7.54,0,4,1,6.54,4.19,1
7.3,3,3,0,5.99,3.77,1
6.93,1,4,1,8.66,5.34,1
9.08,3,3,2,4.72,2.7,1
6.34,1,1,2,5.9,3.67,0
8.21,1,5,2,6.98,6.01,1
9.69,3,3,4,7.54,4.29,2
8.58,1,3,1,3.03,1.5,0
7.47,2,4,2,6.31,4.24,1
6.37,1,2,0,5.79,6.09,0
6.14,0,4,1,6.11,5.23,0
7.09,0,2,1,5.62,1.62,0
6.81,0,4,3,8.93,7.06,1
6.78,2,2,3,3.72,4.51,0
7.17,1,4,1,3.6,5.68,1
7.4,1,5,1,3.86,7.09,1
7.99,0,6,4,4.92,4.75,1
6.26,2,4,3,6.09,1.18,1
6.82,3,4,2,4.59,8.51,1
7.34,2,3,1,7.51,1.0,1
7.3,4,1,1,5.49,4.33,1
9.34,0,3,3,5.31,7.59,1
7.73,0,3,0,2.84,3.61,0
5.89,1,0,2,9.14,3.72,0
7.92,0,4,0,5.41,4.57,1
8.05,2,1,2,8.77,4.64,1
7.37,2,3,2,4.26,3.28,1
6.29,0,3,0,7.16,3.73,0
9.26,3,5,1,4.37,7.15,1
6.43,0,2,0,9.14,3.94,0
8.16,2,1,3,7.74,6.0,1
7.7,1,3,4,7.2,3.17,1
8.1,2,3,1,4.05,7.77,1
9.21,0,1,0,9.31,6.88,1
8.06,4,3,4,9.58,4.82,2
6.94,4,5,3,4.74,6.28,1
8.61,1,4,3,5.82,8.04,1
6.87,1,1,1,7.35,3.0,0
7.66,2,2,0,1.56,2.89,0
6.21,1,3,5,7.79,5.75,1
6.47,1,4,2,7.55,2.41,1
7.55,1,6,1,4.37,1.9,1
7.87,3,1,3,1.12,1.79,0
5.8,2,3,2,6.17,5.3,1
8.0,0,6,0,3.23,1.0,0
6.68,3,1,5,2.32,4.19,0
8.78,0,6,2,6.24,1.0,1
7.15,0,3,0,8.14,5.88,1
6.38,4,4,0,5.06,6.01,1
7.58,0,2,2,7.87,4.58,1
6.58,0,5,2,6.83,7.36,1
8.77,1,5,0,2.75,6.59,1
7.5,3,1,2,4.39,3.42,1
7.35,0,4,1,7.66,3.25,1
8.09,1,0,1,4.38,6.77,0
6.5,0,2,5,7.14,6.37,1
6.21,1,3,1,4.68,4.46,0
7.91,1,3,4,6.94,1.48,1
6.4,0,2,1,6.36,6.86,0
6.4,4,2,0,5.0,5.13,1
8.34,2,1,0,6.89,4.88,1
8.03,3,2,4,1.18,1.0,0
6.25,3,1,0,3.33,6.07,0
6.88,4,2,1,4.57,4.88,1
6.6,2,4,1,7.85,3.92,1
9.28,1,2,2,2.61,3.33,0
8.41,3,5,1,5.43,5.22,1
7.08,1,2,0,6.13,5.94,0
8.08,0,3,2,6.0,4.24,1
6.14,1,1,4,5.3,6.12,0
6.83,1,0,4,4.26,2.7,0
7.6,1,3,5,5.01,3.7,1
7.95,2,2,1,7.45,6.37,1
7.4,1,2,0,4.12,4.19,0
7.75,0,2,0,1.18,8.43,0
7.58,0,4,4,6.43,5.55,1
7.34,3,2,3,8.49,2.66,1
7.2,1,1,2,3.4,1.86,0
7.07,1,2,2,8.22,6.57,1
7.73,2,3,2,6.54,3.79,1
7.91,3,6,2,3.19,6.83,1
7.7,1,1,1,4.09,3.92,0
6.32,2,2,2,4.0,5.48,0
6.5,0,3,1,5.84,4.33,0
7.9,4,6,0,5.14,5.51,1
8.97,1,1,1,7.71,6.46,1
7.65,2,4,5,7.2,5.04,1
7.09,0,4,5,2.41,6.32,1
7.72,2,2,3,2.66,1.6,0
6.36,1,4,3,6.73,5.83,1
8.81,1,3,0,4.47,5.05,1
7.69,2,1,0,5.15,4.48,0
6.83,2,2,0,6.59,1.0,0
7.33,1,2,0,7.22,1.66,0
6.97,3,2,3,3.03,5.45,1
8.81,0,4,0,1.06,5.71,0
7.3,1,3,4,5.27,5.82,1
7.66,0,4,2,3.79,4.99,1
8.07,0,3,0,5.63,2.6,0
6.76,3,2,3,5.32,2.94,1
7.69,0,0,3,3.55,1.0,0
7.77,3,4,2,9.67,5.25,2
5.95,1,0,0,5.53,8.81,0
7.75,2,2,1,4.35,4.82,1
7.45,0,3,2,5.7,3.48,0
7.63,2,4,3,6.56,5.05,1
7.54,3,0,1,4.23,4.73,0
7.76,1,3,4,10.0,1.53,1
8.84,1,1,1,2.45,5.51,0
6.32,2,4,5,2.59,4.78,1
7.16,2,4,0,2.3,4.66,0
8.17,0,4,3,5.51,8.98,1
7.98,2,0,0,6.45,4.8,0
7.96,2,3,3,4.84,8.65,1
10.0,2,2,4,6.44,3.35,1
8.11,1,3,1,6.41,1.98,1
8.63,1,6,0,4.78,3.38,1
7.19,4,1,5,6.35,7.35,1
6.51,1,3,5,5.11,3.48,1
7.19,1,1,3,4.68,2.15,0
8.21,4,3,1,4.5,5.68,1
7.91,0,3,0,5.97,4.23,0
7.9,1,3,1,7.94,6.15,1
7.29,2,3,3,3.09,3.66,1
7.13,2,6,0,4.54,3.15,1
7.32,4,4,0,5.83,8.32,1
8.22,2,6,4,9.01,3.33,2
8.34,1,1,2,6.36,3.33,1
6.49,1,6,2,3.87,5.92,1
8.26,0,2,4,3.65,1.0,0
6.85,4,0,2,7.47,6.47,1
7.97,0,2,1,4.87,8.58,1
7.31,1,2,4,3.04,6.73,1
9.07,1,4,5,7.53,2.92,1
7.08,0,1,0,6.12,3.55,0
7.68,0,3,1,3.11,5.13,0
8.11,2,2,1,2.82,5.73,1
6.63,0,1,0,1.16,8.23,0
7.43,4,5,1,4.26,8.14,1
7.23,3,3,0,6.11,4.57,1
6.99,0,2,2,7.42,3.94,0
7.06,3,4,0,6.35,3.44,1
8.61,1,5,4,2.89,6.29,1
6.9,0,2,2,4.93,7.16,0
8.07,1,1,1,8.36,5.14,1
7.81,3,6,3,4.48,5.0,1
6.1,2,2,2,7.04,9.23,1
8.02,0,1,3,6.79,6.36,1
6.09,2,1,4,7.02,1.0,0
8.13,2,1,3,6.36,4.93,1
6.99,2,6,3,7.01,5.4,1
7.51,1,6,3,2.54,4.46,1
6.21,3,3,1,8.53,7.52,1
7.62,2,4,2,1.89,4.34,1
8.43,0,5,2,6.12,3.03,1
6.69,3,3,5,5.4,3.58,1
6.89,1,3,2,4.25,6.35,1
7.95,2,6,1,3.55,2.29,1
7.98,2,1,2,6.6,4.01,1
5.07,1,1,1,7.1,6.69,0
9.52,0,4,2,5.29,2.28,1
8.03,2,4,2,4.92,2.93,1
8.2,3,1,4,8.06,1.61,1
7.36,3,2,1,4.66,3.21,1
5.64,2,4,5,5.42,3.96,1
8.17,0,3,3,5.09,4.53,1
6.93,1,5,0,10.0,3.17,1
8.04,2,5,1,3.82,4.24,1
7.28,1,3,4,7.16,6.96,1
7.74,2,3,3,2.1,5.67,1
6.73,1,3,0,3.58,9.27,1
8.36,0,1,2,4.88,3.65,0
6.31,2,2,1,5.24,4.1,0
9.75,2,2,2,4.95,5.31,1
9.74,2,5,0,5.3,3.97,1
9.13,0,5,1,4.12,4.95,1
8.78,3,0,1,8.08,1.16,1
7.42,1,5,2,3.5,4.26,1
8.67,2,3,1,6.99,6.76,1
7.4,2,0,3,6.86,8.81,1
5.95,1,2,3,3.6,7.9,0
9.0,2,5,2,4.77,5.25,1
8.63,1,2,4,5.5,5.96,1
7.47,1,4,3,8.85,5.66,1
6.27,2,3,0,4.76,3.89,0
6.91,0,3,0,10.0,3.08,1
5.68,3,3,2,7.04,5.5,1
8.45,1,3,3,6.19,4.78,1
5.9,0,5,5,7.27,6.68,1
7.79,2,2,0,2.06,1.0,0
6.66,0,1,1,7.84,4.65,0
6.07,4,2,3,2.85,7.42,1
7.74,1,4,4,7.24,6.15,1
7.17,0,3,2,4.31,3.03,0
8.34,0,4,2,3.9,2.38,0
6.23,0,2,4,9.05,4.91,1
6.74,0,3,2,5.3,6.57,0
5.11,0,5,3,2.44,6.03,0
5.32,1,3,4,7.45,5.23,1
9.3,1,3,1,3.06,6.28,1
9.58,1,4,1,8.22,5.51,1
7.59,0,4,4,5.47,6.2,1
6.68,0,2,1,2.95,6.87,0
7.2,0,3,0,7.14,4.11,0
8.37,0,2,2,6.54,3.23,1
6.99,1,2,2,1.25,6.46,0
7.74,0,3,1,5.37,3.98,0
7.49,1,2,3,6.1,1.11,0
6.93,4,0,1,5.98,7.85,1
6.97,0,4,0,5.13,5.51,0
7.79,0,3,1,6.99,5.42,1
6.52,2,1,2,6.64,4.63,0
7.95,1,2,4,5.56,6.67,1
7.03,0,3,2,5.03,2.43,0
7.63,2,3,3,5.8,5.01,1
8.88,2,4,0,4.29,5.56,1
7.33,4,3,1,3.45,6.1,1
8.42,4,5,1,3.25,1.58,1
5.71,1,0,3,5.3,6.19,0
7.03,2,3,2,3.78,4.16,1
7.53,1,2,3,5.18,3.7,1
9.42,3,2,1,8.16,1.88,1
5.54,1,6,4,5.09,9.47,1
7.4,1,5,3,5.78,4.74,1
8.96,0,1,4,5.04,5.49,1
6.71,1,0,1,8.11,2.9,0
7.29,1,5,0,8.82,1.94,1
7.83,3,1,2,4.56,6.63,1
7.68,0,5,2,6.96,2.3,1
9.07,3,2,3,9.68,7.61,2
7.95,0,2,0,3.18,8.6,0
8.83,1,0,2,7.46,3.45,1
7.14,1,3,0,2.02,4.08,0
6.76,1,1,2,5.56,1.0,0
7.27,1,2,0,5.22,1.51,0
6.34,0,5,4,2.09,6.26,1
7.98,0,2,0,7.68,7.51,1
7.11,3,3,2,5.8,3.44,1
6.83,0,1,0,3.65,3.74,0
8.0,2,3,0,6.16,1.84,1
6.36,2,2,2,7.31,2.74,1
8.27,0,4,0,1.96,7.66,0
7.02,3,4,2,1.0,5.62,1
8.66,2,5,0,5.42,1.41,1
7.11,2,5,3,3.96,6.13,1
8.13,3,2,4,8.18,9.74,2
7.68,1,1,3,4.76,4.21,0
8.24,4,0,0,6.12,3.67,1
7.61,0,4,2,5.13,6.16,1
5.84,0,1,0,2.41,7.01,0
8.51,2,4,1,5.56,6.64,1
7.41,0,6,3,2.85,4.37,1
8.29,2,1,0,2.75,4.16,0
8.19,1,2,1,3.3,1.55,0
6.73,1,3,3,3.13,2.54,0
6.59,3,2,1,5.08,5.72,1
8.16,0,2,1,4.72,3.93,0
7.2,0,1,4,6.07,5.49,0
8.44,2,5,0,2.35,4.52,1
7.32,2,4,3,5.0,5.12,1
8.52,3,1,0,4.54,5.04,1
7.92,0,0,5,5.9,6.49,1
7.79,3,4,3,6.0,6.7,1
7.13,2,0,1,5.81,4.97,0
7.73,3,5,5,3.52,4.59,1
8.69,0,3,0,5.55,4.93,1
7.45,1,6,4,4.47,3.43,1
8.03,1,4,2,8.13,7.17,1
7.55,1,5,0,5.72,3.88,1
7.62,0,4,2,5.66,4.68,1
9.22,1,3,0,2.94,5.35,1
8.7,2,1,2,4.32,5.62,1
7.58,1,4,2,6.02,5.54,1
7.71,1,3,1,5.34,4.73,1
6.8,0,3,3,5.32,8.29,1
7.33,3,3,4,1.99,5.15,1
7.81,1,2,2,3.87,4.5,0
8.35,1,2,2,4.95,8.6,1
8.25,4,1,0,7.9,3.44,1
6.39,2,2,5,1.72,8.59,1
8.48,0,3,4,3.41,1.01,0
7.41,2,5,4,1.7,4.2,1
6.51,4,3,3,6.15,1.66,1
8.84,0,5,1,7.87,2.28,1
8.96,2,6,1,6.22,5.91,2
7.76,0,0,2,6.65,5.57,0
8.21,3,3,0,3.44,3.78,1
8.27,2,2,2,6.24,8.27,1
8.9,4,5,1,3.96,7.27,2
8.23,2,3,3,5.62,4.9,1
6.17,0,0,2,6.5,1.38,0
9.51,1,1,1,4.92,6.92,1
8.57,3,4,3,7.14,4.03,1
6.99,0,0,1,5.17,5.58,0
6.47,0,2,1,6.05,6.6,0
8.0,2,5,1,9.28,4.2,1
7.22,1,0,0,6.49,7.56,0
7.83,0,4,1,4.0,4.24,0
8.24,0,4,1,4.54,6.08,1
6.93,1,2,0,7.25,6.51,1
6.38,2,1,1,7.59,6.82,1
7.89,1,1,2,5.43,8.49,1
6.97,1,6,3,2.45,3.36,1
7.65,3,4,0,3.6,2.73,1
6.16,0,2,1,5.86,4.36,0
7.25,2,5,0,6.66,10.0,1
8.21,1,1,0,7.51,7.7,1
8.11,1,1,1,1.44,3.9,0
6.71,1,1,2,7.24,4.3,0
6.33,2,4,3,8.35,4.97,1
7.52,4,2,3,1.0,5.55,1
8.06,0,3,4,5.49,6.28,1
7.91,0,2,4,7.02,6.37,1
6.99,1,4,0,2.68,7.39,0
7.8,1,4,0,4.5,9.01,1
9.0,0,2,2,6.62,4.73,1
7.71,3,1,2,4.45,4.57,1
5.87,2,3,2,4.77,4.27,0
7.7,1,2,2,5.94,4.45,1
9.54,1,1,5,3.16,5.74,1
6.21,0,3,2,3.37,6.27,0
7.53,1,3,4,6.44,8.45,1
7.27,1,4,5,7.4,3.58,1
7.6,3,2,1,6.3,5.72,1
7.69,1,1,0,8.22,3.32,0
8.64,0,3,1,6.34,5.81,1
7.58,0,4,1,9.19,10.0,1
8.78,0,2,4,5.63,4.73,1
7.38,4,2,5,6.01,9.9,2
7.15,2,1,0,6.31,3.33,0
6.83,3,3,0,4.24,4.08,1
5.68,3,6,3,3.95,4.31,1
7.78,0,1,2,3.7,5.35,0
9.55,2,3,3,4.39,4.69,1
7.96,2,0,1,9.64,6.53,1
8.19,0,2,0,9.14,1.0,0
7.09,1,4,1,4.84,3.04,0
7.26,2,3,0,4.66,8.79,1
8.48,3,1,1,1.21,2.18,0
9.51,0,3,0,3.51,4.29,0
8.99,3,0,2,3.88,6.22,1
8.31,4,2,3,4.62,4.91,1
7.54,4,4,0,4.36,3.3,1
7.71,0,2,4,5.93,5.89,1
6.75,0,3,0,7.05,6.67,0
6.05,2,3,2,4.04,3.81,0
6.37,1,5,1,8.37,5.81,1
7.55,0,1,3,6.19,6.72,1
7.21,2,3,0,7.28,7.16,1
6.03,0,0,1,4.62,5.74,0
7.46,1,1,5,6.59,8.42,1
7.18,4,1,0,6.41,5.09,1
6.33,1,4,3,8.44,3.03,1
7.13,3,0,3,6.81,4.56,1
7.18,1,6,1,7.21,7.42,1
6.88,1,2,0,4.44,3.21,0
8.43,0,5,3,7.89,1.0,1
5.6,1,1,4,2.95,5.92,0
5.51,1,2,0,4.35,4.11,0
7.5,3,4,3,6.06,9.5,2
7.6,3,2,3,3.19,5.53,1
7.9,0,3,2,3.65,7.47,1
6.96,0,4,3,3.65,4.02,0
6.58,2,3,0,6.26,6.19,1
7.49,1,5,2,5.18,5.74,1
7.06,0,1,5,7.43,7.76,1
9.05,0,3,3,9.26,5.38,1
7.18,0,3,1,6.04,3.95,0
7.45,1,3,2,4.48,7.08,1
9.98,0,3,1,6.24,3.57,1
7.31,2,4,1,3.71,3.37,1
8.06,1,5,0,5.37,4.91,1
8.15,1,1,0,10.0,4.35,1
8.23,1,1,2,5.09,5.03,0
7.79,0,0,1,6.11,3.66,0
7.69,3,1,3,5.18,7.24,1
7.6,2,3,4,4.68,7.21,1
6.92,3,2,2,6.46,6.66,1
7.83,1,2,0,2.96,6.46,0
9.53,1,5,5,5.17,1.3,1
8.71,0,5,0,2.79,5.23,1
7.8,1,3,2,8.59,6.72,1
8.36,1,3,1,7.47,7.68,1
6.63,1,2,4,3.96,4.59,0
7.24,0,3,1,1.79,7.61,0
8.45,0,2,5,6.48,5.61,1
8.99,0,0,5,5.41,1.0,0
6.73,1,4,4,9.99,4.8,1
7.02,1,2,3,8.3,3.32,1
9.68,4,1,3,6.77,3.78,1
7.6,0,3,5,4.44,7.1,1
9.32,0,2,1,4.98,5.59,1
7.71,0,2,3,6.1,3.96,0
7.75,0,2,0,6.21,3.65,0
7.19,2,0,1,4.08,5.88,0
8.44,0,3,1,2.77,4.63,0
8.86,4,2,5,9.36,6.39,2
6.46,3,0,1,5.57,3.35,0
7.15,1,4,2,6.35,4.24,1
8.42,4,4,2,3.79,2.76,1
7.37,2,3,2,8.23,3.89,1
7.01,4,5,0,7.58,9.36,2
8.51,0,3,2,5.62,3.53,1
8.6,4,1,2,5.92,4.05,1
7.05,0,3,4,6.07,3.35,1
7.71,1,2,5,5.7,4.63,1
6.29,4,3,1,6.62,4.86,1
6.6,1,6,1,6.25,7.44,1
7.62,0,2,2,5.15,4.19,0
7.53,0,1,2,3.16,5.23,0
6.53,0,1,3,5.45,1.25,0
6.78,1,5,3,7.0,3.27,1
6.43,1,0,0,6.84,7.17,0
7.96,1,5,4,8.12,3.29,1
5.53,3,0,1,8.34,6.54,1
6.49,0,4,5,6.9,3.15,1
5.64,3,2,1,5.87,4.65,0
7.92,1,2,4,6.19,8.43,1
5.7,2,1,0,4.35,6.49,0
7.53,2,1,2,7.1,1.1,0
9.14,3,0,0,8.15,10.0,1
9.17,0,1,3,7.58,2.92,1
5.69,1,3,4,6.61,8.73,1
7.8,3,3,3,5.02,4.11,1
6.51,2,2,2,4.79,2.54,0
6.31,0,4,0,5.18,4.1,0
7.39,2,4,5,4.04,3.69,1
8.73,2,6,1,6.05,3.9,1
8.1,0,2,2,1.0,5.12,0
6.78,2,2,1,4.42,5.96,0
8.21,3,6,3,5.64,7.84,2
5.26,1,6,1,10.0,5.43,1
6.75,0,5,1,5.51,5.15,1
6.68,1,3,0,5.58,3.55,0
7.58,1,3,2,3.83,4.44,1
7.3,1,5,1,8.94,3.99,1
7.36,2,3,4,3.87,2.25,1
7.33,1,1,3,9.57,10.0,1
7.52,3,6,5,4.02,5.48,2
8.04,2,5,1,7.38,5.51,1
7.65,3,0,2,5.39,7.44,1
7.22,1,1,2,4.38,1.0,0
7.9,0,5,4,7.52,9.48,1
8.33,2,2,1,8.16,3.28,1
6.94,0,4,1,5.13,3.23,0
7.44,1,1,1,5.45,3.91,0
8.66,0,1,2,4.67,6.97,1
6.4,1,4,4,5.95,9.29,1
9.3,2,6,1,3.31,8.28,1
6.16,1,3,2,1.0,4.04,0
7.15,1,0,1,1.76,1.4,0
6.55,0,2,0,5.06,4.17,0
9.69,1,1,5,3.36,3.72,1
7.0,1,6,3,5.26,1.71,1
7.0,3,2,5,4.48,6.17,1
7.13,3,6,1,4.09,5.01,1
7.6,4,5,3,4.2,6.0,1
7.17,0,3,2,7.43,6.46,1
7.37,0,0,2,5.97,6.37,0
5.0,1,6,0,8.63,4.87,1
7.56,2,0,0,5.71,8.28,1
7.52,2,5,0,1.68,4.02,1
8.54,2,2,3,3.41,3.72,1
8.81,1,2,3,5.73,4.54,1
7.31,1,2,2,5.98,6.08,1
8.32,4,2,0,4.33,6.36,1
6.4,0,4,3,3.91,4.32,0
8.27,3,3,0,4.28,4.36,1
6.93,2,2,4,5.21,7.61,1
6.32,0,3,1,5.4,2.38,0
7.31,4,2,3,3.3,10.0,1
8.9,3,5,0,5.99,4.4,1
7.68,2,5,1,5.97,4.59,1
9.0,0,3,2,5.28,5.74,1
6.75,0,6,2,4.12,6.06,1
8.55,2,2,0,6.84,3.69,1
6.85,0,1,2,8.15,5.68,0
7.73,0,0,0,4.6,3.13,0
7.72,1,5,4,4.24,3.8,1
8.16,0,2,1,6.43,1.79,0
7.75,2,5,1,3.16,5.28,1
6.76,1,3,2,2.95,4.65,0
8.38,0,0,3,4.2,1.0,0
9.23,1,3,0,6.12,3.64,1
6.92,0,3,3,3.74,4.94,0
5.66,0,3,4,5.46,6.72,1
8.0,1,5,1,1.48,2.44,0
7.17,1,3,0,6.73,4.4,1
7.37,1,2,1,8.38,2.8,1
8.06,2,4,4,3.68,6.45,1
7.04,1,2,0,6.39,3.66,0
7.23,1,5,0,5.08,6.04,1
7.4,1,2,4,5.71,4.28,1
8.97,2,3,4,5.01,1.59,1
